Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20
A11,0.11764705882352941,A31,A48,0.004897105755474854,A61,A75,1.0,A94,A101,0.0,A123,0.4642857142857143,A141,A152,0.0,A172,0.0,A191,A201
A12,0.29411764705882354,A32,A40,0.1794871794871795,A62,A74,0.3333333333333333,A93,A101,0.6666666666666666,A123,0.3392857142857143,A141,A152,0.3333333333333333,A173,0.0,A192,A201
A14,0.029411764705882353,A34,A43,0.09067899196654561,A65,A73,0.0,A93,A101,0.3333333333333333,A121,0.26785714285714285,A143,A152,0.3333333333333333,A172,1.0,A191,A201
A14,0.29411764705882354,A34,A43,0.14427203697589963,A62,A75,0.6666666666666666,A93,A101,1.0,A121,0.30357142857142855,A143,A152,0.0,A173,1.0,A192,A201
A14,0.20588235294117646,A34,A40,0.04429404643996919,A61,A72,1.0,A92,A101,0.0,A122,0.19642857142857142,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.16176470588235295,A32,A44,0.055683944095961266,A63,A74,1.0,A93,A101,0.6666666666666666,A122,0.30357142857142855,A143,A152,0.3333333333333333,A173,0.0,A192,A201
A12,0.08823529411764706,A32,A40,0.3883569935072081,A61,A71,0.3333333333333333,A93,A101,1.0,A124,0.9107142857142857,A141,A153,0.0,A174,0.0,A192,A201
A14,0.47058823529411764,A32,A40,0.03626059205458347,A63,A75,1.0,A93,A101,1.0,A122,0.30357142857142855,A143,A152,0.0,A173,0.0,A191,A201
A14,0.029411764705882353,A32,A42,0.15010454495433037,A63,A73,0.0,A93,A101,0.3333333333333333,A123,0.23214285714285715,A143,A152,0.0,A173,0.0,A192,A201
A11,0.20588235294117646,A32,A42,0.04847584461318367,A61,A71,1.0,A92,A101,0.3333333333333333,A123,0.25,A143,A152,0.0,A173,0.0,A191,A201
A12,0.10294117647058823,A32,A42,0.07301639705073182,A64,A72,1.0,A92,A101,0.0,A121,0.017857142857142856,A143,A152,0.0,A173,0.0,A191,A201
A14,0.29411764705882354,A32,A42,0.20479806316716187,A61,A74,0.3333333333333333,A92,A101,1.0,A122,0.10714285714285714,A143,A151,0.0,A173,0.0,A192,A201
A12,0.29411764705882354,A34,A49,0.09271486739297898,A61,A75,1.0,A91,A101,1.0,A121,0.21428571428571427,A143,A152,0.3333333333333333,A173,0.0,A192,A201
A11,0.16176470588235295,A30,A40,0.03851656212171234,A61,A75,1.0,A93,A101,0.6666666666666666,A123,0.25,A143,A151,0.3333333333333333,A173,1.0,A191,A201
A14,0.11764705882352941,A32,A42,0.028227137669197756,A61,A73,1.0,A92,A101,0.0,A121,0.125,A143,A152,0.0,A173,0.0,A192,A201
A12,0.29411764705882354,A33,A42,0.09981291955540883,A61,A71,0.6666666666666666,A92,A101,0.3333333333333333,A122,0.26785714285714285,A143,A152,0.0,A174,0.0,A192,A201
A12,0.058823529411764705,A32,A43,0.06404754044239022,A61,A73,1.0,A93,A103,0.3333333333333333,A121,0.25,A143,A152,0.0,A173,0.0,A191,A202
A11,0.25,A33,A46,0.17409486079013975,A61,A72,0.3333333333333333,A93,A101,0.0,A122,0.125,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.38235294117647056,A31,A41,0.3980961813579839,A65,A71,1.0,A92,A101,0.0,A121,0.6071428571428571,A141,A152,0.0,A174,0.0,A192,A201
A11,0.11764705882352941,A32,A42,0.12804005722460657,A61,A73,0.3333333333333333,A91,A101,0.0,A123,0.4107142857142857,A143,A152,0.0,A173,0.0,A191,A201
A11,0.029411764705882353,A34,A43,0.004842082095300979,A63,A75,1.0,A93,A101,1.0,A123,0.5892857142857143,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.11764705882352941,A32,A43,0.09425552987784748,A61,A74,1.0,A93,A101,0.3333333333333333,A123,0.21428571428571427,A143,A151,0.3333333333333333,A174,1.0,A192,A201
A11,0.25,A34,A40,0.0176625949158138,A61,A75,1.0,A93,A101,1.0,A121,0.8214285714285714,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.47058823529411764,A33,A49,0.5129305601408606,A61,A72,0.0,A91,A101,0.0,A123,0.16071428571428573,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A12,0.47058823529411764,A33,A49,0.23137449103114338,A61,A73,0.3333333333333333,A91,A101,0.3333333333333333,A121,0.19642857142857142,A142,A152,0.3333333333333333,A174,0.0,A192,A201
A11,0.25,A31,A40,0.07686805326290305,A65,A73,1.0,A93,A101,0.3333333333333333,A122,0.375,A143,A152,0.3333333333333333,A172,1.0,A191,A201
A14,0.29411764705882354,A34,A42,0.1940684494332563,A64,A73,1.0,A93,A101,1.0,A121,0.5535714285714286,A143,A152,0.0,A173,0.0,A192,A201
A12,0.20588235294117646,A34,A40,0.0348850005502366,A61,A75,1.0,A93,A101,1.0,A123,0.30357142857142855,A141,A152,0.0,A173,1.0,A192,A201
A14,0.16176470588235295,A34,A43,0.06107626279300099,A61,A73,1.0,A93,A101,0.3333333333333333,A122,0.21428571428571427,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A12,0.07352941176470588,A31,A41,0.26846043798833497,A61,A75,0.3333333333333333,A92,A101,1.0,A124,0.9821428571428571,A141,A153,0.0,A174,1.0,A192,A201
A12,0.17647058823529413,A34,A40,0.05089688566083416,A61,A71,0.3333333333333333,A93,A101,0.6666666666666666,A123,0.875,A143,A153,0.6666666666666666,A171,0.0,A192,A201
A11,0.11764705882352941,A32,A43,0.0233300319137229,A62,A74,1.0,A94,A101,0.0,A122,0.017857142857142856,A143,A152,0.0,A173,0.0,A191,A201
A12,0.20588235294117646,A30,A42,0.16474083856058105,A61,A73,0.0,A92,A101,1.0,A123,0.25,A141,A152,0.3333333333333333,A173,0.0,A192,A201
A14,0.29411764705882354,A32,A49,0.23885770881479035,A64,A73,0.3333333333333333,A93,A101,0.6666666666666666,A122,0.625,A143,A152,0.6666666666666666,A174,0.0,A192,A201
A12,0.6470588235294118,A30,A49,0.1977550346649059,A62,A74,1.0,A93,A101,1.0,A124,0.26785714285714285,A143,A153,0.0,A172,1.0,A191,A201
A12,0.3382352941176471,A32,A49,0.201661714537251,A61,A73,1.0,A93,A101,0.3333333333333333,A123,0.30357142857142855,A143,A152,0.0,A173,1.0,A192,A201
A14,0.029411764705882353,A32,A43,0.10223396060305931,A61,A74,0.3333333333333333,A94,A101,0.3333333333333333,A121,0.17857142857142858,A143,A151,0.0,A173,0.0,A191,A201
A12,0.6029411764705882,A32,A43,0.15302079894354573,A62,A73,1.0,A93,A103,1.0,A122,0.03571428571428571,A143,A151,0.0,A173,0.0,A191,A201
A12,0.07352941176470588,A34,A46,0.06883459887751733,A61,A75,0.3333333333333333,A92,A101,0.6666666666666666,A123,0.26785714285714285,A143,A152,0.3333333333333333,A174,0.0,A192,A201
A14,0.029411764705882353,A34,A43,0.06228678331682624,A61,A73,0.0,A92,A101,0.0,A123,0.16071428571428573,A143,A152,0.3333333333333333,A173,0.0,A192,A201
A12,0.11764705882352941,A32,A42,0.038571585781886214,A62,A72,1.0,A92,A101,1.0,A123,0.14285714285714285,A141,A151,1.0,A173,0.0,A191,A201
A12,0.29411764705882354,A32,A41,0.13810938703642567,A65,A75,1.0,A93,A101,1.0,A124,0.30357142857142855,A141,A153,0.0,A173,0.0,A192,A201
A12,0.20588235294117646,A33,A42,0.2226807527236712,A61,A75,1.0,A91,A101,0.6666666666666666,A124,0.375,A143,A152,0.0,A174,0.0,A192,A201
A14,0.07352941176470588,A34,A46,0.037746230879278087,A63,A75,1.0,A93,A101,0.3333333333333333,A123,0.5892857142857143,A143,A152,0.3333333333333333,A173,0.0,A192,A201
A11,0.11764705882352941,A32,A40,0.050511720039617035,A61,A73,1.0,A94,A101,0.6666666666666666,A121,0.14285714285714285,A143,A152,0.0,A172,0.0,A191,A201
A14,0.3382352941176471,A33,A49,0.26780015406624846,A61,A74,0.6666666666666666,A93,A101,1.0,A123,0.125,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A11,0.11764705882352941,A32,A48,0.035875426433366345,A61,A74,1.0,A94,A101,1.0,A122,0.03571428571428571,A143,A151,0.0,A173,0.0,A191,A201
A14,0.11764705882352941,A34,A40,0.06850445691647408,A61,A75,1.0,A93,A101,0.0,A121,0.3392857142857143,A143,A152,0.3333333333333333,A172,1.0,A191,A201
A11,0.38235294117647056,A34,A41,0.570760426983603,A61,A75,0.6666666666666666,A93,A101,1.0,A124,0.3392857142857143,A143,A153,0.6666666666666666,A174,1.0,A192,A201
A14,0.11764705882352941,A34,A42,0.09271486739297898,A61,A75,1.0,A93,A101,1.0,A121,0.42857142857142855,A143,A152,0.6666666666666666,A173,0.0,A192,A201
A12,0.11764705882352941,A34,A44,0.06459777704412897,A61,A74,1.0,A93,A101,0.6666666666666666,A122,0.125,A143,A152,0.0,A173,0.0,A191,A201
A11,0.29411764705882354,A32,A49,0.34763948497854075,A61,A73,0.3333333333333333,A94,A101,0.3333333333333333,A123,0.03571428571428571,A142,A152,0.0,A172,0.0,A191,A201
A14,0.11764705882352941,A32,A41,0.06399251678221635,A64,A74,0.6666666666666666,A93,A101,0.3333333333333333,A122,0.6428571428571429,A143,A152,0.0,A173,0.0,A191,A202
A14,0.07352941176470588,A34,A43,0.15538681633102233,A65,A73,0.0,A93,A101,0.3333333333333333,A121,0.25,A143,A152,0.3333333333333333,A173,1.0,A191,A201
A14,0.47058823529411764,A32,A43,0.19725982172334103,A65,A75,0.3333333333333333,A92,A101,1.0,A121,0.4642857142857143,A143,A152,0.0,A172,0.0,A192,A201
A11,0.3382352941176471,A30,A49,0.27748431825685044,A61,A71,0.3333333333333333,A93,A101,1.0,A122,0.5535714285714286,A142,A152,0.3333333333333333,A173,0.0,A192,A201
A13,0.38235294117647056,A33,A49,0.09122922856828436,A61,A75,1.0,A93,A101,1.0,A121,0.8392857142857143,A143,A152,0.0,A174,0.0,A192,A201
A14,0.47058823529411764,A34,A43,0.17013315725762077,A65,A75,1.0,A93,A101,0.3333333333333333,A123,0.5714285714285714,A143,A152,0.0,A173,0.0,A192,A201
A12,0.029411764705882353,A34,A48,0.03752613623858259,A65,A74,0.0,A92,A101,0.6666666666666666,A122,0.35714285714285715,A143,A152,0.3333333333333333,A172,0.0,A191,A201
A11,0.20588235294117646,A30,A49,0.1570375261362386,A61,A74,0.6666666666666666,A93,A101,0.0,A122,0.21428571428571427,A141,A152,0.0,A173,0.0,A192,A201
A13,0.47058823529411764,A32,A43,0.20155166721690326,A61,A73,0.3333333333333333,A93,A101,0.3333333333333333,A121,0.07142857142857142,A143,A152,0.0,A173,0.0,A192,A201
A11,0.29411764705882354,A32,A42,0.15247056234180698,A61,A73,0.3333333333333333,A91,A101,0.3333333333333333,A121,0.08928571428571429,A143,A151,0.0,A172,0.0,A191,A201
A14,0.08823529411764706,A32,A40,0.06129635743369649,A61,A73,0.3333333333333333,A92,A101,1.0,A123,0.8035714285714286,A143,A152,0.0,A173,0.0,A192,A201
A12,0.11764705882352941,A32,A43,0.020633872565203038,A61,A72,1.0,A94,A103,0.0,A121,0.125,A141,A152,0.0,A172,0.0,A191,A201
A11,0.11764705882352941,A32,A46,0.052272477165181026,A65,A73,1.0,A92,A101,1.0,A122,0.07142857142857142,A141,A151,0.0,A173,0.0,A192,A201
A14,0.11764705882352941,A32,A43,0.025145812699460767,A61,A73,1.0,A93,A101,0.3333333333333333,A121,0.19642857142857142,A141,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.29411764705882354,A33,A49,0.15010454495433037,A65,A73,1.0,A93,A101,1.0,A121,0.23214285714285715,A143,A152,0.3333333333333333,A173,1.0,A192,A201
A14,0.16176470588235295,A32,A41,0.24248927038626608,A61,A73,0.6666666666666666,A93,A101,0.3333333333333333,A123,0.19642857142857142,A143,A152,0.0,A173,0.0,A192,A201
A14,0.47058823529411764,A30,A45,0.13002090899086607,A61,A73,1.0,A93,A101,0.3333333333333333,A123,0.14285714285714285,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A12,0.6470588235294118,A32,A43,0.5893584241223726,A64,A74,0.0,A93,A102,0.3333333333333333,A124,0.14285714285714285,A141,A152,0.3333333333333333,A173,0.0,A192,A201
A11,0.11764705882352941,A32,A42,0.41900517222405637,A61,A75,1.0,A93,A101,1.0,A124,0.6071428571428571,A143,A153,0.0,A174,0.0,A192,A201
A14,0.07352941176470588,A32,A43,0.06756905469351822,A61,A74,1.0,A93,A101,0.3333333333333333,A123,0.05357142857142857,A143,A152,0.0,A173,0.0,A191,A201
A11,0.29411764705882354,A32,A42,0.15951359084406294,A61,A72,1.0,A93,A101,0.0,A124,0.05357142857142857,A141,A153,0.0,A173,0.0,A191,A201
A13,0.47058823529411764,A32,A43,0.21789369428854408,A61,A73,1.0,A93,A101,0.3333333333333333,A123,0.125,A143,A152,0.0,A173,0.0,A191,A201
A14,0.07352941176470588,A32,A40,0.12418840101243535,A63,A75,0.3333333333333333,A93,A101,1.0,A124,0.5714285714285714,A143,A153,0.0,A172,0.0,A191,A201
A14,0.11764705882352941,A32,A43,0.10404974138879718,A62,A74,0.6666666666666666,A93,A101,0.0,A124,0.2857142857142857,A143,A152,0.0,A173,0.0,A191,A201
A12,0.20588235294117646,A32,A43,0.03389457466710685,A61,A73,1.0,A94,A103,0.3333333333333333,A121,0.10714285714285714,A143,A152,0.0,A172,0.0,A191,A201
A14,0.0,A34,A43,0.07120061626499395,A61,A74,0.3333333333333333,A93,A101,0.0,A121,0.4107142857142857,A143,A152,0.6666666666666666,A172,1.0,A191,A201
A11,0.29411764705882354,A32,A43,0.08655221745350501,A61,A71,1.0,A93,A101,0.3333333333333333,A123,0.19642857142857142,A142,A152,0.0,A174,1.0,A191,A201
A12,0.029411764705882353,A32,A40,0.7871134587872786,A65,A71,0.0,A93,A101,0.3333333333333333,A122,0.07142857142857142,A143,A152,0.0,A171,0.0,A192,A201
A12,0.25,A32,A49,0.1384945526576428,A62,A75,1.0,A91,A101,0.3333333333333333,A123,0.75,A141,A151,0.3333333333333333,A172,0.0,A191,A201
A14,0.11764705882352941,A34,A43,0.05727963024100363,A61,A73,1.0,A92,A101,0.3333333333333333,A122,0.2857142857142857,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A11,0.38235294117647056,A32,A43,0.12501375591504346,A61,A75,0.0,A93,A103,0.6666666666666666,A122,0.35714285714285715,A143,A152,0.0,A173,1.0,A191,A201
A11,0.29411764705882354,A32,A40,0.03659073401562672,A65,A75,1.0,A92,A101,0.3333333333333333,A123,0.17857142857142858,A141,A152,0.0,A173,0.0,A191,A201
A14,0.029411764705882353,A32,A43,0.07400682293386156,A61,A74,0.6666666666666666,A93,A101,0.3333333333333333,A122,0.5714285714285714,A143,A152,0.0,A173,1.0,A191,A201
A11,0.6470588235294118,A30,A41,0.2396280400572246,A61,A75,0.6666666666666666,A93,A101,1.0,A124,0.08928571428571429,A143,A153,0.3333333333333333,A173,1.0,A191,A201
A14,0.11764705882352941,A34,A49,0.051447122262572906,A61,A73,0.6666666666666666,A92,A101,0.3333333333333333,A121,0.14285714285714285,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.11764705882352941,A31,A48,0.17591064157587763,A63,A73,1.0,A92,A101,0.6666666666666666,A121,0.2857142857142857,A143,A152,0.0,A172,1.0,A191,A201
A14,0.29411764705882354,A32,A49,0.055463849455265765,A61,A74,1.0,A93,A101,0.0,A121,0.10714285714285714,A143,A152,0.0,A173,0.0,A192,A201
A14,0.11764705882352941,A34,A43,0.025696049301199515,A61,A75,1.0,A93,A101,1.0,A121,0.5892857142857143,A143,A152,0.6666666666666666,A173,0.0,A191,A201
A14,0.029411764705882353,A30,A40,0.05249257180587653,A62,A73,1.0,A93,A101,0.0,A124,0.2857142857142857,A141,A151,0.0,A173,0.0,A191,A202
A13,0.29411764705882354,A32,A42,0.09216463079124024,A61,A73,0.3333333333333333,A93,A101,0.3333333333333333,A121,0.125,A143,A152,0.0,A173,0.0,A191,A201
A14,0.20588235294117646,A32,A43,0.010069329811819083,A61,A71,0.6666666666666666,A92,A102,1.0,A121,0.05357142857142857,A143,A151,0.0,A173,0.0,A191,A201
A11,0.029411764705882353,A34,A40,0.022889842632331903,A64,A74,0.6666666666666666,A92,A101,1.0,A121,0.35714285714285715,A143,A152,0.3333333333333333,A172,0.0,A192,A201
A13,0.11764705882352941,A32,A42,0.1101023440079234,A61,A73,0.0,A92,A101,0.3333333333333333,A123,0.48214285714285715,A143,A152,0.0,A172,0.0,A191,A201
A12,0.38235294117647056,A32,A40,0.10454495433036205,A61,A73,1.0,A92,A103,0.3333333333333333,A124,0.08928571428571429,A141,A152,0.0,A173,0.0,A191,A201
A14,0.29411764705882354,A33,A42,0.21464729833828547,A62,A73,0.3333333333333333,A93,A101,0.6666666666666666,A122,0.2857142857142857,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A12,0.07352941176470588,A32,A42,0.09794211510949709,A65,A74,0.3333333333333333,A93,A101,0.0,A123,0.08928571428571429,A143,A152,0.0,A173,0.0,A192,A201
A12,0.8235294117647058,A33,A43,0.3944095961263343,A65,A73,0.0,A93,A101,0.0,A121,0.14285714285714285,A143,A152,0.0,A172,0.0,A191,A201
A14,0.29411764705882354,A34,A43,0.13392758886321118,A61,A73,1.0,A93,A101,0.3333333333333333,A121,0.2857142857142857,A143,A152,0.3333333333333333,A172,0.0,A191,A201
A11,0.11764705882352941,A31,A43,0.10448993067018818,A61,A73,1.0,A91,A101,0.0,A124,0.17857142857142858,A143,A153,0.0,A173,0.0,A191,A201
A14,0.16176470588235295,A32,A41,0.19599427753934193,A62,A72,0.0,A92,A101,1.0,A123,0.07142857142857142,A143,A152,0.0,A173,0.0,A192,A201
A14,0.10294117647058823,A34,A43,0.04974138879718279,A62,A71,1.0,A92,A101,1.0,A121,0.6785714285714286,A143,A152,0.6666666666666666,A172,0.0,A191,A201
A11,0.11764705882352941,A32,A42,0.07741828986464179,A61,A73,0.3333333333333333,A93,A101,0.3333333333333333,A121,0.14285714285714285,A143,A152,0.0,A173,0.0,A191,A201
A11,0.29411764705882354,A32,A43,0.07444701221525256,A61,A75,1.0,A92,A101,1.0,A123,0.6428571428571429,A143,A152,0.0,A173,0.0,A191,A201
A11,0.20588235294117646,A34,A40,0.27797953119841534,A61,A75,0.3333333333333333,A93,A101,1.0,A124,0.30357142857142855,A143,A153,0.6666666666666666,A174,0.0,A192,A201
A14,0.11764705882352941,A34,A46,0.13744910311433917,A61,A75,0.3333333333333333,A92,A101,1.0,A124,0.6785714285714286,A141,A153,0.6666666666666666,A172,0.0,A191,A201
A14,0.08823529411764706,A34,A40,0.05397821063057114,A61,A75,0.6666666666666666,A93,A101,1.0,A121,0.23214285714285715,A143,A152,0.3333333333333333,A172,1.0,A191,A202
A12,0.16176470588235295,A32,A43,0.03037306041597887,A61,A75,1.0,A93,A101,0.6666666666666666,A123,0.32142857142857145,A143,A152,0.0,A173,1.0,A191,A201
A14,0.47058823529411764,A34,A49,0.3331132386926378,A65,A75,1.0,A93,A101,1.0,A121,0.30357142857142855,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.29411764705882354,A32,A43,0.07059535600308132,A61,A72,1.0,A92,A101,0.6666666666666666,A123,0.3392857142857143,A142,A152,0.0,A173,0.0,A192,A201
A11,0.14705882352941177,A32,A40,0.48024650599757895,A61,A75,0.0,A91,A101,1.0,A122,0.4642857142857143,A143,A152,0.0,A174,0.0,A192,A202
A14,0.29411764705882354,A32,A43,0.0412127214702322,A65,A75,1.0,A93,A101,0.3333333333333333,A123,0.10714285714285714,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A14,0.20588235294117646,A32,A40,0.13271706833938593,A65,A74,1.0,A93,A101,0.6666666666666666,A122,0.23214285714285715,A143,A152,0.0,A173,0.0,A191,A202
A14,0.11764705882352941,A34,A42,0.06338725652030373,A63,A74,0.6666666666666666,A92,A101,1.0,A123,0.32142857142857145,A143,A151,0.0,A173,0.0,A192,A201
A12,0.6470588235294118,A31,A40,0.6558270056124134,A65,A71,1.0,A93,A102,1.0,A124,0.30357142857142855,A143,A153,0.0,A174,0.0,A192,A201
A12,0.6470588235294118,A32,A43,0.15461648508858808,A61,A74,1.0,A93,A101,1.0,A121,0.16071428571428573,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A11,0.38235294117647056,A32,A45,0.6464179597226808,A61,A72,0.0,A91,A101,0.0,A124,0.26785714285714285,A143,A152,0.0,A172,0.0,A192,A201
A14,0.07352941176470588,A32,A43,0.13464289644547156,A61,A73,0.0,A93,A101,0.3333333333333333,A121,0.23214285714285715,A143,A152,0.0,A173,1.0,A191,A201
A14,0.20588235294117646,A34,A43,0.11852096401452625,A61,A73,0.3333333333333333,A92,A101,0.3333333333333333,A123,0.125,A143,A152,0.3333333333333333,A173,0.0,A191,A201
A11,0.11764705882352941,A32,A42,0.055683944095961266,A65,A75,0.3333333333333333,A91,A101,1.0,A122,0.5357142857142857,A143,A152,0.0,A172,0.0,A192,A201
A14,0.029411764705882353,A32,A42,0.23995818201826785,A61,A72,0.0,A92,A101,1.0,A122,0.23214285714285715,A143,A152,0.0,A173,0.0,A191,A201
A14,0.29411764705882354,A32,A43,0.09084406294706723,A62,A73,1.0,A93,A101,1.0,A123,0.17857142857142858,A143,A151,0.0,A174,0.0,A192,A201
A14,0.16176470588235295,A34,A41,0.17156377242214152,A64,A75,0.6666666666666666,A93,A101,1.0,A124,0.07142857142857142,A143,A151,0.3333333333333333,A173,0.0,A192,A201
A14,0.11764705882352941,A32,A42,0.07285132607021019,A61,A73,1.0,A93,A101,0.3333333333333333,A121,0.5535714285714286,A143,A152,0.0,A173,0.0,A191,A201
A13,0.20588235294117646,A31,A43,0.06575327390778035,A65,A74,1.0,A93,A101,1.0,A123,0.5357142857142857,A141,A152,0.0,A172,0.0,A191,A201
A14,0.16176470588235295,A34,A42,0.06988004842082095,A65,A75,1.0,A93,A101,1.0,A122,0.7857142857142857,A143,A152,0.0,A173,0.0,A191,A201
A12,0.29411764705882354,A34,A40,0.19962583911081766,A62,A72,1.0,A91,A101,0.3333333333333333,A123,0.32142857142857145,A143,A152,0.0,A173,0.0,A192,A201
A11,0.6323529411764706,A32,A40,0.5762077693408165,A61,A72,0.0,A92,A101,0.0,A121,0.2857142857142857,A143,A152,0.0,A172,0.0,A192,A201
A11,0.6470588235294118,A32,A41,0.2496973698690437,A61,A74,1.0,A93,A101,0.6666666666666666,A122,0.125,A143,A152,0.0,A173,1.0,A191,A201
A12,0.6470588235294118,A33,A410,0.4034334763948498,A62,A71,0.3333333333333333,A93,A101,1.0,A124,0.21428571428571427,A143,A153,0.0,A174,0.0,A192,A201
A12,0.11764705882352941,A32,A43,0.04632992186640255,A61,A73,1.0,A92,A103,1.0,A121,0.5357142857142857,A143,A152,0.3333333333333333,A173,0.0,A192,A201
A11,0.29411764705882354,A33,A43,0.042588312974579066,A61,A72,1.0,A94,A101,1.0,A121,0.5178571428571429,A142,A152,0.0,A173,0.0,A191,A201
A14,0.11764705882352941,A32,A49,0.045449543303620554,A61,A73,0.3333333333333333,A94,A101,0.3333333333333333,A121,0.125,A143,A152,0.0,A173,0.0,A192,A202
A12,0.47058823529411764,A32,A41,0.5033564432706064,A61,A72,0.0,A94,A101,1.0,A123,0.16071428571428573,A143,A151,0.0,A174,0.0,A192,A201
A11,0.29411764705882354,A34,A41,0.33944095961263343,A61,A75,0.3333333333333333,A92,A101,1.0,A124,0.44642857142857145,A143,A153,0.3333333333333333,A174,1.0,A192,A201
A13,0.5588235294117647,A34,A41,0.2501375591504347,A61,A75,1.0,A93,A101,1.0,A124,0.6607142857142857,A143,A153,0.0,A173,0.0,A191,A201
A14,0.6470588235294118,A34,A49,0.4060195884230219,A65,A75,1.0,A91,A101,0.3333333333333333,A123,0.48214285714285715,A141,A152,0.3333333333333333,A174,1.0,A191,A201
A12,0.6470588235294118,A32,A42,0.534279740288324,A61,A72,0.0,A92,A101,0.3333333333333333,A123,0.125,A143,A152,0.0,A173,0.0,A192,A201
A14,0.11764705882352941,A32,A41,0.24347969626939583,A65,A72,0.0,A92,A101,1.0,A123,0.017857142857142856,A143,A151,0.0,A173,0.0,A191,A201
A14,0.08823529411764706,A32,A40,0.05705953560030813,A65,A75,1.0,A93,A102,0.3333333333333333,A122,0.4642857142857143,A143,A152,0.0,A172,0.0,A191,A202
A14,0.20588235294117646,A32,A42,0.12462859029382635,A61,A73,0.6666666666666666,A93,A101,1.0,A121,0.42857142857142855,A143,A152,0.0,A173,0.0,A192,A201
A12,0.25,A34,A42,0.13728403213381754,A64,A74,0.6666666666666666,A93,A101,0.3333333333333333,A123,0.23214285714285715,A143,A152,0.3333333333333333,A173,0.0,A192,A201
A14,0.029411764705882353,A32,A40,0.02321998459337515,A61,A71,0.0,A92,A101,1.0,A121,0.625,A143,A152,0.0,A171,0.0,A192,A201
A12,0.47058823529411764,A30,A43,0.19555408825795093,A61,A73,1.0,A92,A101,0.0,A123,0.4107142857142857,A143,A152,0.0,A173,0.0,A192,A201
A13,0.29411764705882354,A34,A40,0.060195884230218995,A65,A74,1.0,A93,A101,0.3333333333333333,A121,0.32142857142857145,A141,A152,0.3333333333333333,A172,1.0,A191,A201
A11,0.08823529411764706,A34,A40,0.04335864421701332,A61,A74,1.0,A93,A102,0.6666666666666666,A122,0.5357142857142857,A143,A152,0.3333333333333333,A173,0.0,A192,A201
A14,0.6470588235294118,A34,A40,0.5434686915373611,A63,A73,0.3333333333333333,A93,A101,0.3333333333333333,A124,0.44642857142857145,A141,A153,0.0,A173,0.0,A191,A201
A14,0.029411764705882353,A32,A42,0.07114559260482008,A64,A73,1.0,A91,A101,0.3333333333333333,A121,0.25,A143,A152,0.0,A173,0.0,A191,A201
A14,0.38235294117647056,A32,A41,0.25096291405304283,A65,A74,0.3333333333333333,A92,A101,1.0,A122,0.08928571428571429,A142,A151,0.0,A172,0.0,A191,A201
A11,0.11764705882352941,A32,A43,0.026246285902938263,A62,A72,1.0,A94,A101,0.6666666666666666,A124,0.25,A143,A152,0.0,A172,0.0,A192,A201
A12,0.058823529411764705,A32,A42,0.054308352591614394,A61,A73,0.6666666666666666,A92,A101,1.0,A121,0.08928571428571429,A143,A152,0.0,A173,0.0,A191,A201
A12,0.07352941176470588,A32,A40,0.001430615164520744,A61,A73,1.0,A94,A101,1.0,A121,0.05357142857142857,A143,A151,0.0,A172,0.0,A191,A201
A12,0.6470588235294118,A32,A410,0.28232640035215145,A65,A71,0.6666666666666666,A93,A101,1.0,A124,0.375,A141,A153,0.0,A171,0.0,A192,A201
A14,0.29411764705882354,A32,A42,0.28947947617475517,A62,A73,1.0,A93,A101,0.0,A123,0.10714285714285714,A142,A152,0.0,A173,0.0,A191,A201
A13,0.29411764705882354,A32,A42,0.19252778694838782,A61,A72,0.3333333333333333,A92,A101,1.0,A123,0.125,A143,A152,0.0,A173,0.0,A191,A201
A12,0.11764705882352941,A32,A40,0.023935292175635524,A61,A74,0.3333333333333333,A94,A101,0.6666666666666666,A123,0.10714285714285714,A141,A152,0.0,A172,0.0,A191,A201
A13,0.0,A32,A40,0.06844943325630021,A65,A72,0.0,A93,A101,0.3333333333333333,A121,0.17857142857142858,A143,A152,0.0,A172,1.0,A191,A202
A11,0.47058823529411764,A31,A42,0.13733905579399142,A61,A75,1.0,A93,A101,1.0,A123,0.21428571428571427,A141,A152,0.0,A173,0.0,A191,A201
A11,0.11764705882352941,A32,A42,0.025200836359634642,A61,A73,0.3333333333333333,A93,A103,0.6666666666666666,A122,0.3392857142857143,A143,A152,0.0,A172,1.0,A191,A201
