checking_account_status,duration,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,residence_since,age,existing_credits,num_dependents,personal_status_A92,personal_status_A93,personal_status_A94,other_debtors_A102,other_debtors_A103,property_A122,property_A123,property_A124,other_installment_plans_A142,other_installment_plans_A143,housing_A152,housing_A153,job_A172,job_A173,job_A174,telephone_A192,foreign_worker_A202,monthly_payment_estimate
1,3.091042453358316,0.53,0.097,7.92588031673756,1,4,4,2,4.127134385045092,2,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2.5641447622714955
3,2.5649493574615367,0.293,0.28,7.163946684342547,0,2,4,2,3.58351893845611,2,1,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,2.793016814738408
0,3.4339872044851463,0.53,0.28,7.833203948641057,0,4,1,3,3.6888794541139363,1,2,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,2.281081286036848
0,3.2188758248682006,0.53,0.234,6.82001636467413,4,4,4,2,3.4011973816621555,1,1,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,2.1187572108201413
3,1.9459101490553132,0.53,0.28,7.3752557780097545,0,3,3,2,3.9512437185814275,1,2,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,3.790131718872139
0,3.8918202981106265,0.04,0.103,8.43511508038063,0,4,3,4,3.2188758248682006,2,2,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,2.1673958287528463
3,2.5649493574615367,0.293,0.097,7.078341579557671,0,2,3,2,3.332204510175204,2,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.759641845936062
3,2.5649493574615367,0.049,0.009,8.145549631783584,2,2,4,3,3.58351893845611,1,2,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,3.175715578199572
3,3.2188758248682006,0.53,0.097,7.138073034044347,0,3,4,1,3.258096538021482,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,2.2175670707448374
3,2.5649493574615367,0.293,0.28,6.576469569048224,0,4,4,4,3.970291913552122,3,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.5639763802419804
3,1.9459101490553132,0.04,0.234,7.094234845924755,1,2,4,1,3.58351893845611,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,3.6457155277024555
2,3.2188758248682006,0.53,0.181,7.563200592358071,0,2,2,2,3.295836866004329,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.3496403725570096
3,2.9444389791664403,0.53,0.28,6.120099597187713,0,0,3,4,3.1354942159291497,1,1,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2.0785282495208275
0,1.9459101490553132,0.293,0.234,6.502790045915623,3,3,3,4,3.6888794541139363,2,1,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,3.341773025374554
2,2.5649493574615367,0.53,0.181,7.719573989259581,0,2,1,2,3.8501476017100584,1,1,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,3.0096399240020246
1,3.4339872044851463,0.53,0.234,7.67368812926773,0,2,4,2,3.2188758248682006,1,1,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,2.2346292144726374
3,3.2188758248682006,0.088,0.181,8.331345424845724,1,2,2,3,3.58351893845611,2,1,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,2.5882779821700197
1,2.302585092994046,0.53,0.181,7.616283561580385,4,3,2,1,3.2188758248682006,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,3.3077099234048064
1,4.007333185232471,0.088,0.28,8.911799556189527,4,2,1,1,3.332204510175204,1,1,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,2.2238728711230284
3,3.2188758248682006,0.293,0.28,7.895436006942965,0,2,4,2,3.58351893845611,2,1,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,2.452855107346755
0,2.5649493574615367,0.049,0.28,7.673223121121708,0,2,4,1,3.4011973816621555,1,1,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,2.991569053322634
3,2.772588722239781,0.53,0.103,8.246171559857563,1,1,1,4,3.1780538303479458,1,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.9741777039315287
3,2.4849066497880004,0.293,0.28,7.051855622955894,1,0,4,4,4.060443010546419,3,1,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,2.837875468504027
0,2.5649493574615367,0.53,0.181,7.4133673356952405,0,2,2,2,3.332204510175204,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.8902587546726677
0,3.2188758248682006,0.53,0.28,7.38025578842646,0,4,4,4,4.02535169073515,1,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.2928053736675755
0,2.9444389791664403,0.293,0.234,8.57602797713713,0,4,2,4,3.6109179126442243,3,1,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,2.912618681459302
3,2.5649493574615367,0.293,0.05,7.918992488165245,0,4,2,4,4.060443010546419,3,1,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,3.0873874624965167
3,2.3978952727983707,0.293,0.234,7.116394144093465,0,4,3,4,3.4965075614664802,2,2,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,2.9677668682288
1,2.772588722239781,0.53,0.28,6.688354713946762,0,4,4,3,3.6375861597263857,1,2,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.4123140443793285
3,3.6109179126442243,0.293,0.097,8.74909824839902,4,4,4,4,3.6109179126442243,2,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.4229568381387487
3,3.2188758248682006,0.53,0.28,7.335633981927201,0,1,4,3,3.6635616461296463,1,1,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,2.278942830057001
0,2.70805020110221,0.53,0.234,9.102643796520809,0,4,1,4,3.828641396489095,1,1,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,3.361327568010342
3,3.2188758248682006,0.53,0.28,6.907755278982137,4,4,4,2,3.258096538021482,2,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.14601483711009
3,2.9444389791664403,0.53,0.234,7.887208585813932,4,3,4,3,3.4965075614664802,1,1,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,2.67867958603332
3,2.5649493574615367,0.293,0.181,7.246368080102461,2,3,3,4,3.6375861597263857,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,2.825150546938674
1,3.8918202981106265,0.049,0.234,9.406729185981574,4,0,4,4,3.6109179126442243,1,1,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,2.4170512678985427
1,3.8918202981106265,0.53,0.28,8.026496938945412,0,3,4,4,3.367295829986474,2,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.0624017359799627
0,3.4339872044851463,0.53,0.022,9.392578591964389,0,1,1,1,3.5553480614894135,1,1,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,2.735181592900725
3,2.302585092994046,0.53,0.28,7.900266036767701,0,2,1,2,3.4965075614664802,1,2,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,3.431041945335885
3,2.9444389791664403,0.293,0.28,7.785305182539862,0,2,2,2,3.295836866004329,2,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.6440708187961337
0,2.5649493574615367,0.53,0.181,7.141245122350491,4,4,2,4,3.912023005428146,1,1,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,2.784166128495416
3,1.9459101490553132,0.53,0.181,8.436416881388949,0,1,1,4,3.4965075614664802,1,1,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,4.335460650885962
3,3.2188758248682006,0.53,0.28,7.550661243105336,1,2,4,4,3.4011973816621555,1,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,2.3457448046833256
3,2.772588722239781,0.293,0.103,8.122371243406553,3,4,3,4,3.1780538303479458,2,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,2.9295261782804394
3,2.5649493574615367,0.53,0.181,7.362010551259734,0,2,4,2,3.9318256327243257,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.870236221172695
2,2.9444389791664403,0.049,0.28,7.27655640271871,4,3,4,4,3.912023005428146,1,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,2.47128789362063
3,2.772588722239781,0.293,0.181,7.327123292259293,4,4,4,4,4.1588830833596715,1,1,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,2.6427011094311244
1,3.2188758248682006,0.293,0.234,8.263332667439967,1,1,4,2,3.6375861597263857,1,1,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.567148631084057
0,3.871201010907891,0.53,0.234,9.280146246220145,0,1,1,1,3.58351893845611,1,1,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,2.397226653969003
0,3.8918202981106265,0.53,0.103,8.47407690034261,0,3,4,3,3.295836866004329,1,2,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,2.177407036099931
1,3.8918202981106265,0.088,0.012,8.933664178700935,1,0,2,4,3.4657359027997265,1,1,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,2.2954976063612156
1,2.5649493574615367,0.53,0.28,6.996681488176539,0,2,4,4,3.912023005428146,2,1,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,2.7278049244219664
0,3.2188758248682006,0.088,0.28,6.932447891572509,0,1,4,4,3.8918202981106265,1,1,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,2.1536860285240618
3,2.5649493574615367,0.53,0.097,6.981934677156389,0,2,2,2,3.295836866004329,1,1,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,2.722055566846055
1,3.6109179126442243,0.53,0.103,9.148358579620302,0,1,1,4,3.367295829986474,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,2.533527153188893
0,3.2188758248682006,0.293,0.103,8.767173396684006,0,4,2,4,3.8066624897703196,2,2,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,2.7236755543507134
2,3.7612001156935624,0.293,0.103,8.475746001502063,0,4,4,4,4.04305126783455,1,1,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,2.2534685049426417
3,3.8918202981106265,0.293,0.097,8.939843124278502,4,4,4,2,3.8501476017100584,2,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,2.2970852813061677
1,3.8918202981106265,0.53,0.181,9.206432747145165,0,1,1,2,3.295836866004329,1,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.3655852639482453
3,2.5649493574615367,0.53,0.103,8.450198322591959,4,1,1,4,3.044522437723423,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,3.294489342649205
3,2.3978952727983707,0.53,0.234,7.160845906664299,4,4,4,2,3.828641396489095,1,1,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True,2.986304693076738
3,2.9444389791664403,0.53,0.181,7.830425617820331,0,2,3,4,3.784189633918261,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,2.6593947686554182
1,3.091042453358316,0.293,0.181,7.917900586327916,3,3,3,2,3.4965075614664802,2,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.5615631961720156
3,1.9459101490553132,0.53,0.234,6.511745329644728,0,0,1,4,4.007333185232471,1,1,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,3.3463751308383918
1,3.6109179126442243,0.04,0.28,8.244071270295786,0,2,4,1,3.7612001156935624,1,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.283095730708198
2,3.2188758248682006,0.293,0.234,7.20414929203594,4,3,4,2,3.6375861597263857,2,2,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2.2380948144624124
0,2.3978952727983707,0.293,0.234,6.946013991099227,0,3,4,3,3.912023005428146,2,1,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,2.8967128255743844
3,3.8918202981106265,0.293,0.234,9.223059144383958,2,2,2,2,3.8066624897703196,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,2.3698574029385435
3,1.9459101490553132,0.53,0.181,7.342131730584722,3,2,4,2,3.5263605246161616,1,1,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,3.773109325807838
3,3.4339872044851463,0.53,0.103,8.47886807709457,4,3,2,4,3.2188758248682006,1,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,2.469102990838254
0,2.5649493574615367,0.53,0.28,6.590301048196686,1,1,4,3,3.5263605246161616,1,1,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,2.569368876241258
1,2.1972245773362196,0.53,0.181,7.121252453244542,0,2,3,4,3.2188758248682006,1,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,3.24102166282789
1,2.302585092994046,0.53,0.234,6.120099597187713,0,2,4,4,3.1354942159291497,1,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2.6579254837569377
1,3.8918202981106265,0.53,0.012,8.590815331286851,4,0,3,4,3.713572066704308,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,2.207402879176477
3,3.2188758248682006,0.53,0.181,8.614682812693495,1,2,4,1,3.258096538021482,1,1,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,2.676301690838363
2,3.2188758248682006,0.53,0.181,8.229511118964457,0,1,2,4,3.295836866004329,1,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.556641376279689
1,2.5649493574615367,0.53,0.234,6.530877627725885,0,3,2,3,3.258096538021482,1,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,2.5462013933052168
2,1.9459101490553132,0.53,0.234,7.3098814858247865,4,1,1,2,3.4011973816621555,1,2,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,3.7565359784846883
0,3.6109179126442243,0.049,0.181,7.918264686095274,0,4,4,4,3.4657359027997265,1,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,2.1928675416209726
0,2.5649493574615367,0.53,0.181,6.5638555265321274,0,2,2,3,3.6635616461296463,1,2,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,2.559058527778577
1,3.2188758248682006,0.53,0.181,8.378390788535778,4,2,1,4,3.8918202981106265,1,1,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,2.6028934461548663
3,2.5649493574615367,0.293,0.05,6.553933404025811,0,2,4,2,3.4965075614664802,2,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.555190177521504
0,2.772588722239781,0.088,0.181,8.200837258379849,0,4,1,4,3.332204510175204,2,1,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,2.957826810950513
1,3.4339872044851463,0.293,0.234,8.354674261918463,0,0,4,2,3.367295829986474,2,1,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,2.432936922713744
0,3.2188758248682006,0.53,0.28,7.569927655242652,0,1,4,3,3.4965075614664802,1,1,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,2.3517302521455945
0,3.2188758248682006,0.53,0.103,7.976251943745623,0,3,2,1,3.5553480614894135,1,1,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,2.477961989749082
0,2.9444389791664403,0.53,0.181,7.886081401775745,3,2,4,2,3.367295829986474,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.678296768102243
3,2.9444389791664403,0.293,0.234,6.9363427358340495,0,2,4,3,3.6109179126442243,2,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.355743414929829
0,2.1972245773362196,0.293,0.234,8.131236549696116,0,3,1,4,3.6888794541139363,2,1,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,3.700685234257633
3,2.5649493574615367,0.293,0.181,8.665957964681349,4,4,2,4,3.912023005428146,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,3.378607822985566
3,3.2188758248682006,0.53,0.234,7.330405211844402,3,3,4,3,3.5553480614894135,1,2,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.2773184212983897
2,3.6109179126442243,0.53,0.28,8.406038142050075,0,4,4,2,3.4657359027997265,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.3279504949738534
1,1.9459101490553132,0.53,0.28,6.974478911025045,0,4,4,4,3.367295829986474,1,2,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,3.584173151268555
0,3.2188758248682006,0.293,0.103,8.797246236703527,0,0,2,4,4.204692619390966,2,1,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,2.733018207393489
3,2.9444389791664403,0.293,0.05,7.5310163320779155,1,2,4,2,3.4339872044851463,2,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.5577084073958014
1,4.007333185232471,0.53,0.234,8.910450756416656,1,1,4,2,3.2188758248682006,1,1,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,2.2235362882359753
3,3.8918202981106265,0.293,0.103,9.357984213888745,1,2,2,4,3.2188758248682006,2,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2.4045262877198605
0,3.2188758248682006,0.04,0.181,8.321421586897879,0,4,3,4,3.1780538303479458,2,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2.5851949685690676
0,1.9459101490553132,0.293,0.181,8.127109185346375,0,2,1,4,3.8066624897703196,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,4.176507938607477
1,2.6390573296152584,0.53,0.28,7.650644551436897,0,1,2,4,3.1780538303479458,1,1,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,2.8990065754093584
0,2.772588722239781,0.53,0.012,7.151485463904735,4,2,4,2,3.2188758248682006,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,2.5793531534412173
0,3.2188758248682006,0.53,0.181,8.335671314792847,0,2,4,4,3.367295829986474,1,1,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,2.589621895443624
1,2.3978952727983707,0.53,0.181,7.3277805384216315,0,2,4,2,3.4657359027997265,1,1,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,3.055921841770024
1,3.2188758248682006,0.293,0.05,8.65591111072806,0,1,2,4,3.2188758248682006,2,1,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,2.689109981769018
0,3.091042453358316,0.53,0.181,8.1886891244442,0,3,1,4,3.295836866004329,1,1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,2.649167472788172
1,2.9444389791664403,0.53,0.28,8.075271546297458,2,1,1,3,3.258096538021482,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2.7425501439950155
1,2.9444389791664403,0.53,0.097,8.39840965542627,0,4,1,1,3.5263605246161616,1,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,2.852295365891342
2,2.3978952727983707,0.53,0.234,8.281470857895167,0,1,1,1,3.6375861597263857,1,2,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,3.453641596378226
3,2.772588722239781,0.293,0.28,7.286191714702382,0,2,4,2,3.784189633918261,1,1,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,2.627938163441845
1,2.6390573296152584,0.293,0.28,6.78332520060396,0,1,4,4,3.1780538303479458,2,1,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,2.570359167450479
1,3.2188758248682006,0.53,0.28,8.231908243564177,2,0,1,4,3.1780538303479458,1,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,2.5573860849078387
3,1.9459101490553132,0.088,0.097,7.463936604468925,1,2,1,2,3.5553480614894135,2,1,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,3.8357046485894863
1,2.302585092994046,0.293,0.05,7.036148493750536,3,4,4,3,3.4965075614664802,2,2,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,3.0557604646877348
3,2.302585092994046,0.53,0.012,7.1204443723924875,0,1,1,4,3.1780538303479458,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,3.09236969962912
1,2.302585092994046,0.53,0.181,6.866933284461882,0,2,1,2,3.4011973816621555,1,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,2.982271233039568
3,2.9444389791664403,0.293,0.103,8.080237416216702,4,0,2,4,3.6635616461296463,1,1,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,2.744236668984795
0,2.5649493574615367,0.04,0.28,8.732304571033183,0,2,4,2,3.367295829986474,2,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,3.4044744570221517
3,2.3978952727983707,0.53,0.05,6.590301048196686,2,4,4,4,3.8501476017100584,1,1,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,2.748369006335181
1,3.2188758248682006,0.53,0.234,7.1284959456800365,0,1,4,2,3.1780538303479458,1,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,2.214591780958782
3,2.5649493574615367,0.293,0.28,7.754481547470383,4,4,1,4,3.912023005428146,1,1,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,3.0232493771903513
3,3.6109179126442243,0.088,0.28,8.403800504061147,0,2,4,2,3.295836866004329,2,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,2.327330808222988
3,2.5649493574615367,0.53,0.28,6.655440350367647,0,2,4,2,3.367295829986474,1,1,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.5947648170934503
0,3.4339872044851463,0.53,0.181,7.786136437783072,0,3,4,4,3.1780538303479458,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2.2673749126419467
1,2.9444389791664403,0.53,0.05,7.122866658599083,4,2,4,4,4.127134385045092,1,1,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,2.419091279866
2,2.5649493574615367,0.53,0.28,8.131530710604252,4,4,2,3,3.6375861597263857,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,3.1702500039423063
2,2.5649493574615367,0.088,0.234,7.717796211013582,0,2,2,2,3.6109179126442243,2,1,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,3.008946819383476
3,1.9459101490553132,0.53,0.181,7.4770384723196965,0,2,1,2,3.091042453358316,1,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,3.8424376767599453
0,2.9444389791664403,0.53,0.181,7.813591552952433,0,0,4,1,3.258096538021482,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,2.653677528465688
3,2.5649493574615367,0.53,0.097,7.341483852363161,0,3,2,4,3.6109179126442243,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.8622334515129904
3,2.9444389791664403,0.293,0.103,8.25608813381491,0,3,3,1,3.332204510175204,2,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.8039596650606007
0,2.9444389791664403,0.53,0.181,8.202756381655638,0,1,1,4,3.1354942159291497,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,2.78584696089637
0,3.6109179126442243,0.53,0.181,8.145259566516865,0,4,4,2,3.7612001156935624,1,2,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.2557310256195233
1,2.9444389791664403,0.53,0.181,8.007034012193408,0,3,2,4,3.713572066704308,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2.7193750893965443
3,3.6109179126442243,0.53,0.234,8.03268487596762,4,2,4,4,3.6109179126442243,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.2245548279676615
3,2.9444389791664403,0.293,0.28,8.711278615130434,0,4,3,4,3.5263605246161616,2,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.9585529456604887
3,2.3978952727983707,0.293,0.181,7.671826797878781,0,1,1,3,3.1780538303479458,2,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3.199400276112006
3,4.007333185232471,0.293,0.234,9.447941704073232,4,4,2,4,4.1588830833596715,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,2.357663130904635
1,4.007333185232471,0.049,0.012,9.447941704073232,1,4,3,4,4.110873864173311,2,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,2.357663130904635
0,3.8918202981106265,0.049,0.097,8.94715577112479,0,3,2,4,3.6375861597263857,1,1,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,2.298964259852489
3,2.9444389791664403,0.088,0.28,7.749753406274437,0,0,2,3,3.5553480614894135,2,1,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.6319966082191875
3,2.0794415416798357,0.088,0.28,6.741700694652055,4,4,3,4,3.6109179126442243,1,1,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,3.2420727197774
1,3.6109179126442243,0.53,0.234,9.447941704073232,0,4,4,2,4.060443010546419,1,1,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,2.616493072575731
3,1.9459101490553132,0.293,0.234,6.120099597187713,1,2,4,4,3.970291913552122,2,1,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,3.145109038132545
0,3.044522437723423,0.53,0.181,7.70210434005105,4,3,4,4,3.6888794541139363,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.5298234772775685
1,2.9444389791664403,0.53,0.103,9.447941704073232,0,0,3,4,3.6635616461296463,1,1,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,3.2087408742115993
3,3.1354942159291497,0.53,0.234,7.157735484249907,4,3,4,4,3.258096538021482,1,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,2.282809340832681
2,2.5649493574615367,0.53,0.234,7.193685818395112,0,1,4,1,3.295836866004329,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.804611247964176
3,3.4339872044851463,0.088,0.097,8.360071435644025,1,2,2,2,3.295836866004329,2,1,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,2.4345086157353464
3,2.9444389791664403,0.293,0.28,7.713784616598755,0,2,2,1,3.258096538021482,2,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.619780770183425
3,2.9444389791664403,0.53,0.28,7.027314514039777,4,1,4,2,3.091042453358316,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,2.386639547894174
1,2.9444389791664403,0.293,0.181,8.905851181208021,0,0,4,4,3.713572066704308,2,1,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,3.024634317172786
1,2.772588722239781,0.293,0.097,7.752335163302292,2,2,2,4,3.332204510175204,1,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,2.7960638738513373
3,2.302585092994046,0.53,0.097,7.27931883541462,0,3,3,2,3.332204510175204,2,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,3.1613680022349744
